# Please note that there may be discrepancies between your electric bill and what Sense reports due to data interruptions (such as Wi-Fi signal loss or loss of power) or other issues.
DateTime,Device ID,Name,Device Type,Device Make,Device Model,Device Location,Avg Wattage,kWh
2023-12-31 19:00:00,INfY3kYr,6-2 - Apple TV,Smart Plug,,,,0.155,0.000
2023-12-31 19:00:00,ZQgkmbm9,6-3,Smart Plug,,,,0.004,0.000
2023-12-31 19:00:00,H6qTQUtY,frontdoorlight,Smart Plug,,,,0.444,0.000
2023-12-31 19:00:00,UsT4jYTY,"Hot water ",Smart Plug,,,,13.963,0.014
2023-12-31 19:00:00,CkDVQDrb,Bathroom Led,Smart Plug,,,,0.504,0.001
2023-12-31 19:00:00,NUa8XR79,"Mini Fridge ",Smart Plug,,,,0.320,0.000
2023-12-31 19:00:00,T5QgvHdg,1-6 - Hub,Smart Plug,,,,1.212,0.001
2023-12-31 19:00:00,g33Phtuz,Fridge,Smart Plug,,,,58.662,0.059
2023-12-31 19:00:00,jXf1rXPK,OptiMist,Smart Plug,,,,0.006,0.000
2023-12-31 19:00:00,tTMgrLYY,"2-3 UV ",Smart Plug,,,,39.161,0.039
2023-12-31 19:00:00,0xuqZnaG,2-2 sub pump,Smart Plug,,,,0.855,0.001
2023-12-31 19:00:00,BYAGpdS2,Garage,Smart Plug,,,,4.388,0.004
2023-12-31 19:00:00,Qpx8btwV,MasterBedroom Plug,Smart Plug,,,,0.826,0.001
2023-12-31 19:00:00,DnC2WeoP,Washer,Smart Plug,,,,0.008,0.000
2023-12-31 19:00:00,B46U8aYU,Front Room,Smart Plug,,,,3.612,0.004
2023-12-31 19:00:00,FJAoFYmy,1-3 - Host 2,Smart Plug,,,,0.011,0.000
2023-12-31 19:00:00,genRkje3,6-5 Wifi,Smart Plug,,,,7.034,0.007
2023-12-31 19:00:00,GzdITuA3,Side Garage,Smart Plug,,,,3.743,0.004
2023-12-31 19:00:00,DzRXlfw9,1-2,Smart Plug,,,,53.915,0.054
2023-12-31 19:00:00,always_on,Always On,Always On,,,,283.000,0.283
2023-12-31 19:00:00,yKe4nWHQ,1-5 - Host 1,Smart Plug,,,,13.348,0.013
2023-12-31 19:00:00,06auzWgQ,Backyard,Smart Plug,,,,1.188,0.001
2023-12-31 19:00:00,WMBobdaQ,Robo Vacuum,Smart Plug,,,,2.986,0.003
2023-12-31 19:00:00,hiqvdUXO,Main Kitchen,Smart Plug,,,,0.229,0.000
2023-12-31 19:00:00,2MWspPfA,basementlivingroom,Smart Plug,,,,17.555,0.018
2023-12-31 19:00:00,KqnnB036,Storage,Smart Plug,,,,2.459,0.002
2023-12-31 19:00:00,ssi-83f71057,Switch LEDs,Smart Plug,,,,35.000,0.035
2023-12-31 19:00:00,747b19bf,Garage door,Garage Door,,,"Basement ",1.116,0.001
2023-12-31 19:00:00,ssi-55115a66,Dreame Vacuum,Smart Plug,,,,3.000,0.003
2023-12-31 19:00:00,1fRxtFQK,Coat Closet,Smart Plug,,,,0.208,0.000
2023-12-31 19:00:00,1499ddba,Well pump,Pump,,,"Basement ",59.541,0.060
2023-12-31 19:00:00,mains,Total Usage,,,,,587.649,0.588
2023-12-31 19:00:00,FtqFkAJj,FrontYard,Smart Plug,,,,3.213,0.003
2023-12-31 19:00:00,RrIafJpu,Radon Fan,Smart Plug,,,,59.000,0.059
2023-12-31 19:00:00,ut0E5XU0,Upstairs_Plug,Toaster,,,,0.281,0.000
2023-12-31 19:00:00,RYQK85Ha,HVAC Upstairs,AC,,,,44.166,0.044
2023-12-31 20:00:00,WMBobdaQ,Robo Vacuum,Smart Plug,,,,3.000,0.003
2023-12-31 20:00:00,UsT4jYTY,"Hot water ",Smart Plug,,,,2.426,0.002
2023-12-31 20:00:00,T5QgvHdg,1-6 - Hub,Smart Plug,,,,1.181,0.001
2023-12-31 20:00:00,g33Phtuz,Fridge,Smart Plug,,,,63.737,0.064
2023-12-31 20:00:00,ssi-83f71057,Switch LEDs,Smart Plug,,,,35.000,0.035
2023-12-31 20:00:00,tTMgrLYY,"2-3 UV ",Smart Plug,,,,41.287,0.041
2023-12-31 20:00:00,0xuqZnaG,2-2 sub pump,Smart Plug,,,,0.868,0.001
2023-12-31 20:00:00,ssi-55115a66,Dreame Vacuum,Smart Plug,,,,3.000,0.003
2023-12-31 20:00:00,genRkje3,6-5 Wifi,Smart Plug,,,,6.888,0.007
2023-12-31 20:00:00,mains,Total Usage,,,,,436.098,0.436
2023-12-31 20:00:00,DzRXlfw9,1-2,Smart Plug,,,,25.652,0.026
2023-12-31 20:00:00,always_on,Always On,Always On,,,,283.000,0.283
2023-12-31 20:00:00,yKe4nWHQ,1-5 - Host 1,Smart Plug,,,,14.941,0.015
2023-12-31 20:00:00,FtqFkAJj,FrontYard,Smart Plug,,,,0.670,0.001
2023-12-31 20:00:00,RrIafJpu,Radon Fan,Smart Plug,,,,59.000,0.059
2023-12-31 20:00:00,RYQK85Ha,HVAC Upstairs,AC,,,,35.185,0.035
2023-12-31 21:00:00,ssi-a4b19bd,Night Fan,Smart Plug,,,,29.941,0.030
2023-12-31 21:00:00,WMBobdaQ,Robo Vacuum,Smart Plug,,,,2.987,0.003
2023-12-31 21:00:00,UsT4jYTY,"Hot water ",Smart Plug,,,,2.447,0.002
2023-12-31 21:00:00,T5QgvHdg,1-6 - Hub,Smart Plug,,,,1.175,0.001
2023-12-31 21:00:00,g33Phtuz,Fridge,Smart Plug,,,,191.807,0.192
2023-12-31 21:00:00,ssi-83f71057,Switch LEDs,Smart Plug,,,,35.000,0.035
2023-12-31 21:00:00,tTMgrLYY,"2-3 UV ",Smart Plug,,,,40.391,0.040
2023-12-31 21:00:00,0xuqZnaG,2-2 sub pump,Smart Plug,,,,0.883,0.001
2023-12-31 21:00:00,ssi-55115a66,Dreame Vacuum,Smart Plug,,,,3.000,0.003
2023-12-31 21:00:00,DnC2WeoP,Washer,Smart Plug,,,,0.001,0.000
2023-12-31 21:00:00,genRkje3,6-5 Wifi,Smart Plug,,,,6.877,0.007
2023-12-31 21:00:00,mains,Total Usage,,,,,622.235,0.622
2023-12-31 21:00:00,DzRXlfw9,1-2,Smart Plug,,,,11.462,0.011
2023-12-31 21:00:00,always_on,Always On,Always On,,,,283.000,0.283
2023-12-31 21:00:00,yKe4nWHQ,1-5 - Host 1,Smart Plug,,,,13.390,0.013
2023-12-31 21:00:00,RrIafJpu,Radon Fan,Smart Plug,,,,59.000,0.059
2023-12-31 21:00:00,RYQK85Ha,HVAC Upstairs,AC,,,,93.486,0.093
2023-12-31 22:00:00,ssi-a4b19bd,Night Fan,Smart Plug,,,,30.000,0.030
2023-12-31 22:00:00,WMBobdaQ,Robo Vacuum,Smart Plug,,,,3.000,0.003
2023-12-31 22:00:00,UsT4jYTY,"Hot water ",Smart Plug,,,,3.185,0.003
2023-12-31 22:00:00,78d58f33,Shoe Air Dryer,Mystery Heat,,,,150.685,0.151
2023-12-31 22:00:00,T5QgvHdg,1-6 - Hub,Smart Plug,,,,1.181,0.001
2023-12-31 22:00:00,g33Phtuz,Fridge,Smart Plug,,,,125.633,0.126
2023-12-31 22:00:00,ssi-83f71057,Switch LEDs,Smart Plug,,,,35.000,0.035
2023-12-31 22:00:00,tTMgrLYY,"2-3 UV ",Smart Plug,,,,40.035,0.040
2023-12-31 22:00:00,0xuqZnaG,2-2 sub pump,Smart Plug,,,,0.825,0.001
2023-12-31 22:00:00,ssi-55115a66,Dreame Vacuum,Smart Plug,,,,3.000,0.003
2023-12-31 22:00:00,genRkje3,6-5 Wifi,Smart Plug,,,,6.901,0.007
2023-12-31 22:00:00,mains,Total Usage,,,,,736.566,0.737
2023-12-31 22:00:00,DzRXlfw9,1-2,Smart Plug,,,,66.718,0.067
2023-12-31 22:00:00,always_on,Always On,Always On,,,,283.000,0.283
2023-12-31 22:00:00,e4b9b934,Pump 3,Pump,,,,0.701,0.001
2023-12-31 22:00:00,yKe4nWHQ,1-5 - Host 1,Smart Plug,,,,13.242,0.013
2023-12-31 22:00:00,FtqFkAJj,FrontYard,Smart Plug,,,,0.406,0.000
2023-12-31 22:00:00,RrIafJpu,Radon Fan,Smart Plug,,,,59.000,0.059
2023-12-31 22:00:00,6SjiiZ6h,HVAC Main,AC,,,,107.112,0.107
2023-12-31 22:00:00,RYQK85Ha,HVAC Upstairs,AC,,,,101.215,0.101
2023-12-31 23:00:00,ssi-a4b19bd,Night Fan,Smart Plug,,,,28.441,0.028
2023-12-31 23:00:00,WMBobdaQ,Robo Vacuum,Smart Plug,,,,2.844,0.003
2023-12-31 23:00:00,UsT4jYTY,"Hot water ",Smart Plug,,,,2.762,0.003
2023-12-31 23:00:00,78d58f33,Shoe Air Dryer,Mystery Heat,,,,31.252,0.031
2023-12-31 23:00:00,T5QgvHdg,1-6 - Hub,Smart Plug,,,,1.116,0.001
2023-12-31 23:00:00,g33Phtuz,Fridge,Smart Plug,,,,61.865,0.062
2023-12-31 23:00:00,ssi-83f71057,Switch LEDs,Smart Plug,,,,0.077,0.000
2023-12-31 23:00:00,tTMgrLYY,"2-3 UV ",Smart Plug,,,,31.291,0.031
2023-12-31 23:00:00,0xuqZnaG,2-2 sub pump,Smart Plug,,,,0.900,0.001
2023-12-31 23:00:00,ssi-55115a66,Dreame Vacuum,Smart Plug,,,,2.844,0.003
2023-12-31 23:00:00,DnC2WeoP,Washer,Smart Plug,,,,0.005,0.000
2023-12-31 23:00:00,1499ddba,Well pump,Pump,,,"Basement ",127.241,0.127
2023-12-31 23:00:00,genRkje3,6-5 Wifi,Smart Plug,,,,6.518,0.007
2023-12-31 23:00:00,mains,Total Usage,,,,,635.968,0.636
2023-12-31 23:00:00,DzRXlfw9,1-2,Smart Plug,,,,11.948,0.012
2023-12-31 23:00:00,always_on,Always On,Always On,,,,269.666,0.270
2023-12-31 23:00:00,e4b9b934,Pump 3,Pump,,,,0.379,0.000
2023-12-31 23:00:00,yKe4nWHQ,1-5 - Host 1,Smart Plug,,,,12.833,0.013
2023-12-31 23:00:00,RrIafJpu,Radon Fan,Smart Plug,,,,55.935,0.056
2023-12-31 23:00:00,6SjiiZ6h,HVAC Main,AC,,,,49.241,0.049
2023-12-31 23:00:00,RYQK85Ha,HVAC Upstairs,AC,,,,52.042,0.052
2024-01-01 00:00:00,LwFtueMl,Ians Room,Smart Plug,,,,12.741,0.013
2024-01-01 00:00:00,UsT4jYTY,"Hot water ",Smart Plug,,,,4.750,0.005
2024-01-01 00:00:00,CkDVQDrb,Bathroom Led,Smart Plug,,,,1.350,0.001
2024-01-01 00:00:00,T5QgvHdg,1-6 - Hub,Smart Plug,,,,1.179,0.001
2024-01-01 00:00:00,g33Phtuz,Fridge,Smart Plug,,,,53.244,0.053
2024-01-01 00:00:00,tTMgrLYY,"2-3 UV ",Smart Plug,,,,42.995,0.043
2024-01-01 00:00:00,0xuqZnaG,2-2 sub pump,Smart Plug,,,,0.789,0.001
2024-01-01 00:00:00,BYAGpdS2,Garage,Smart Plug,,,,2.288,0.002
2024-01-01 00:00:00,DnC2WeoP,Washer,Smart Plug,,,,0.003,0.000
2024-01-01 00:00:00,owpjwL7G,Entrance,Smart Plug,,,,0.144,0.000
2024-01-01 00:00:00,B46U8aYU,Front Room,Smart Plug,,,,6.953,0.007
2024-01-01 00:00:00,genRkje3,6-5 Wifi,Smart Plug,,,,6.971,0.007
2024-01-01 00:00:00,GzdITuA3,Side Garage,Smart Plug,,,,0.330,0.000
2024-01-01 00:00:00,DzRXlfw9,1-2,Smart Plug,,,,25.421,0.025
2024-01-01 00:00:00,always_on,Always On,Always On,,,,284.000,0.284
2024-01-01 00:00:00,e4b9b934,Pump 3,Pump,,,,2.338,0.002
2024-01-01 00:00:00,yKe4nWHQ,1-5 - Host 1,Smart Plug,,,,13.451,0.013
2024-01-01 00:00:00,06auzWgQ,Backyard,Smart Plug,,,,1.416,0.001
2024-01-01 00:00:00,456301vf,BackYard,Smart Plug,,,,0.803,0.001
2024-01-01 00:00:00,TpW50HtL,Bathroom 1,Smart Plug,,,,1.913,0.002
2024-01-01 00:00:00,ssi-a4b19bd,Night Fan,Smart Plug,,,,30.000,0.030
2024-01-01 00:00:00,WMBobdaQ,Robo Vacuum,Smart Plug,,,,3.000,0.003
2024-01-01 00:00:00,hiqvdUXO,Main Kitchen,Smart Plug,,,,7.531,0.008
2024-01-01 00:00:00,2MWspPfA,basementlivingroom,Smart Plug,,,,1.333,0.001
2024-01-01 00:00:00,6bUeX3OE,Master Closet,Smart Plug,,,,4.144,0.004
2024-01-01 00:00:00,747b19bf,Garage door,Garage Door,,,"Basement ",2.308,0.002
2024-01-01 00:00:00,EzRcwH5m,Jakes Room,Smart Plug,,,,14.399,0.014
2024-01-01 00:00:00,ssi-55115a66,Dreame Vacuum,Smart Plug,,,,9.393,0.009
2024-01-01 00:00:00,1fRxtFQK,Coat Closet,Smart Plug,,,,0.499,0.000
2024-01-01 00:00:00,1499ddba,Well pump,Pump,,,"Basement ",37.494,0.037
2024-01-01 00:00:00,mains,Total Usage,,,,,1009.071,1.009
2024-01-01 00:00:00,ssi-ac2fa4f5,Bathroom Fan,Smart Plug,,,,3.008,0.003
2024-01-01 00:00:00,FtqFkAJj,FrontYard,Smart Plug,,,,0.666,0.001
2024-01-01 00:00:00,RrIafJpu,Radon Fan,Smart Plug,,,,59.000,0.059
2024-01-01 00:00:00,6SjiiZ6h,HVAC Main,AC,,,,350.075,0.350
2024-01-01 00:00:00,RYQK85Ha,HVAC Upstairs,AC,,,,55.576,0.056
2023-12-25 00:00:00,INfY3kYr,6-2 - Apple TV,Smart Plug,,,,0.725,0.001
2023-12-25 00:00:00,ZQgkmbm9,6-3,Smart Plug,,,,0.016,0.000
2023-12-25 00:00:00,ssi-a4b19bd,Night Fan,Smart Plug,,,,30.000,0.030
2023-12-25 00:00:00,WMBobdaQ,Robo Vacuum,Smart Plug,,,,16.179,0.016
2023-12-25 00:00:00,UsT4jYTY,"Hot water ",Smart Plug,,,,2.924,0.003
2023-12-25 00:00:00,78d58f33,Shoe Air Dryer,Mystery Heat,,,,1.774,0.002
2023-12-25 00:00:00,T5QgvHdg,1-6 - Hub,Smart Plug,,,,1.273,0.001
2023-12-25 00:00:00,g33Phtuz,Fridge,Smart Plug,,,,72.368,0.072
2023-12-25 00:00:00,tTMgrLYY,"2-3 UV ",Smart Plug,,,,42.496,0.042
2023-12-25 00:00:00,0xuqZnaG,2-2 sub pump,Smart Plug,,,,0.781,0.001
2023-12-25 00:00:00,ssi-55115a66,Dreame Vacuum,Smart Plug,,,,3.000,0.003
2023-12-25 00:00:00,DnC2WeoP,Washer,Smart Plug,,,,0.028,0.000
2023-12-25 00:00:00,FJAoFYmy,1-3 - Host 2,Smart Plug,,,,0.051,0.000
2023-12-25 00:00:00,genRkje3,6-5 Wifi,Smart Plug,,,,6.871,0.007
2023-12-25 00:00:00,mains,Total Usage,,,,,672.718,0.673
2023-12-25 00:00:00,DzRXlfw9,1-2,Smart Plug,,,,50.253,0.050
2023-12-25 00:00:00,always_on,Always On,Always On,,,,330.000,0.330
2023-12-25 00:00:00,e4b9b934,Pump 3,Pump,,,,0.379,0.000
2023-12-25 00:00:00,yKe4nWHQ,1-5 - Host 1,Smart Plug,,,,13.095,0.013
2023-12-25 00:00:00,RrIafJpu,Radon Fan,Smart Plug,,,,59.000,0.059
2023-12-25 00:00:00,6SjiiZ6h,HVAC Main,AC,,,,82.175,0.082
2023-12-25 00:00:00,RYQK85Ha,HVAC Upstairs,AC,,,,44.093,0.044
2023-12-25 01:00:00,INfY3kYr,6-2 - Apple TV,Smart Plug,,,,0.360,0.000
2023-12-25 01:00:00,ZQgkmbm9,6-3,Smart Plug,,,,0.015,0.000
2023-12-25 01:00:00,ssi-a4b19bd,Night Fan,Smart Plug,,,,29.945,0.030
2023-12-25 01:00:00,WMBobdaQ,Robo Vacuum,Smart Plug,,,,3.000,0.003
2023-12-25 01:00:00,UsT4jYTY,"Hot water ",Smart Plug,,,,3.316,0.003
2023-12-25 01:00:00,T5QgvHdg,1-6 - Hub,Smart Plug,,,,1.278,0.001
2023-12-25 01:00:00,g33Phtuz,Fridge,Smart Plug,,,,80.750,0.081
2023-12-25 01:00:00,tTMgrLYY,"2-3 UV ",Smart Plug,,,,42.406,0.042
2023-12-25 01:00:00,0xuqZnaG,2-2 sub pump,Smart Plug,,,,0.814,0.001
2023-12-25 01:00:00,ssi-55115a66,Dreame Vacuum,Smart Plug,,,,3.000,0.003
2023-12-25 01:00:00,DnC2WeoP,Washer,Smart Plug,,,,0.012,0.000
2023-12-25 01:00:00,FJAoFYmy,1-3 - Host 2,Smart Plug,,,,0.082,0.000
2023-12-25 01:00:00,genRkje3,6-5 Wifi,Smart Plug,,,,6.797,0.007
2023-12-25 01:00:00,mains,Total Usage,,,,,591.936,0.592
2023-12-25 01:00:00,DzRXlfw9,1-2,Smart Plug,,,,8.092,0.008
2023-12-25 01:00:00,always_on,Always On,Always On,,,,330.000,0.330
2023-12-25 01:00:00,e4b9b934,Pump 3,Pump,,,,0.758,0.001
2023-12-25 01:00:00,yKe4nWHQ,1-5 - Host 1,Smart Plug,,,,13.262,0.013
2023-12-25 01:00:00,TpW50HtL,Bathroom 1,Smart Plug,,,,13.830,0.014
2023-12-25 01:00:00,RrIafJpu,Radon Fan,Smart Plug,,,,59.000,0.059
2023-12-25 01:00:00,6SjiiZ6h,HVAC Main,AC,,,,66.183,0.066
2023-12-25 02:00:00,INfY3kYr,6-2 - Apple TV,Smart Plug,,,,0.528,0.001
2023-12-25 02:00:00,ZQgkmbm9,6-3,Smart Plug,,,,0.227,0.000
2023-12-25 02:00:00,ssi-a4b19bd,Night Fan,Smart Plug,,,,14.241,0.014
2023-12-25 02:00:00,WMBobdaQ,Robo Vacuum,Smart Plug,,,,3.000,0.003
2023-12-25 02:00:00,UsT4jYTY,"Hot water ",Smart Plug,,,,3.068,0.003
2023-12-25 02:00:00,78d58f33,Shoe Air Dryer,Mystery Heat,,,,1.817,0.002
2023-12-25 02:00:00,T5QgvHdg,1-6 - Hub,Smart Plug,,,,1.275,0.001
2023-12-25 02:00:00,g33Phtuz,Fridge,Smart Plug,,,,76.475,0.076
2023-12-25 02:00:00,tTMgrLYY,"2-3 UV ",Smart Plug,,,,43.544,0.044
2023-12-25 02:00:00,0xuqZnaG,2-2 sub pump,Smart Plug,,,,0.820,0.001
2023-12-25 02:00:00,ssi-55115a66,Dreame Vacuum,Smart Plug,,,,3.000,0.003
2023-12-25 02:00:00,DnC2WeoP,Washer,Smart Plug,,,,0.015,0.000
2023-12-25 02:00:00,1499ddba,Well pump,Pump,,,"Basement ",17.410,0.017
2023-12-25 02:00:00,FJAoFYmy,1-3 - Host 2,Smart Plug,,,,0.063,0.000
2023-12-25 02:00:00,genRkje3,6-5 Wifi,Smart Plug,,,,6.848,0.007
2023-12-25 02:00:00,mains,Total Usage,,,,,777.415,0.777
2023-12-25 02:00:00,DzRXlfw9,1-2,Smart Plug,,,,44.228,0.044
2023-12-25 02:00:00,always_on,Always On,Always On,,,,330.000,0.330
2023-12-25 02:00:00,e4b9b934,Pump 3,Pump,,,,0.749,0.001
2023-12-25 02:00:00,yKe4nWHQ,1-5 - Host 1,Smart Plug,,,,13.061,0.013
2023-12-25 02:00:00,RrIafJpu,Radon Fan,Smart Plug,,,,59.000,0.059
2023-12-25 02:00:00,6SjiiZ6h,HVAC Main,AC,,,,152.554,0.153
2023-12-25 02:00:00,RYQK85Ha,HVAC Upstairs,AC,,,,55.576,0.056
2023-12-25 03:00:00,INfY3kYr,6-2 - Apple TV,Smart Plug,,,,0.367,0.000
2023-12-25 03:00:00,ZQgkmbm9,6-3,Smart Plug,,,,0.279,0.000
2023-12-25 03:00:00,ssi-a4b19bd,Night Fan,Smart Plug,,,,30.000,0.030
2023-12-25 03:00:00,WMBobdaQ,Robo Vacuum,Smart Plug,,,,2.965,0.003
2023-12-25 03:00:00,UsT4jYTY,"Hot water ",Smart Plug,,,,3.313,0.003
2023-12-25 03:00:00,78d58f33,Shoe Air Dryer,Mystery Heat,,,,6.541,0.007
2023-12-25 03:00:00,T5QgvHdg,1-6 - Hub,Smart Plug,,,,1.275,0.001
2023-12-25 03:00:00,g33Phtuz,Fridge,Smart Plug,,,,115.917,0.116
2023-12-25 03:00:00,tTMgrLYY,"2-3 UV ",Smart Plug,,,,42.437,0.042
2023-12-25 03:00:00,0xuqZnaG,2-2 sub pump,Smart Plug,,,,0.801,0.001
2023-12-25 03:00:00,ssi-55115a66,Dreame Vacuum,Smart Plug,,,,3.000,0.003
2023-12-25 03:00:00,DnC2WeoP,Washer,Smart Plug,,,,0.098,0.000
2023-12-25 03:00:00,FJAoFYmy,1-3 - Host 2,Smart Plug,,,,0.049,0.000
2023-12-25 03:00:00,genRkje3,6-5 Wifi,Smart Plug,,,,6.857,0.007
2023-12-25 03:00:00,mains,Total Usage,,,,,744.657,0.745
2023-12-25 03:00:00,DzRXlfw9,1-2,Smart Plug,,,,40.549,0.041
2023-12-25 03:00:00,always_on,Always On,Always On,,,,330.000,0.330
2023-12-25 03:00:00,e4b9b934,Pump 3,Pump,,,,0.440,0.000
2023-12-25 03:00:00,yKe4nWHQ,1-5 - Host 1,Smart Plug,,,,13.155,0.013
2023-12-25 03:00:00,FtqFkAJj,FrontYard,Smart Plug,,,,0.533,0.001
2023-12-25 03:00:00,RrIafJpu,Radon Fan,Smart Plug,,,,59.000,0.059
2023-12-25 03:00:00,6SjiiZ6h,HVAC Main,AC,,,,120.966,0.121
2023-12-25 03:00:00,RYQK85Ha,HVAC Upstairs,AC,,,,45.123,0.045
2023-12-25 04:00:00,INfY3kYr,6-2 - Apple TV,Smart Plug,,,,0.492,0.000
2023-12-25 04:00:00,ZQgkmbm9,6-3,Smart Plug,,,,0.013,0.000
2023-12-25 04:00:00,ssi-a4b19bd,Night Fan,Smart Plug,,,,30.000,0.030
2023-12-25 04:00:00,WMBobdaQ,Robo Vacuum,Smart Plug,,,,3.000,0.003
2023-12-25 04:00:00,UsT4jYTY,"Hot water ",Smart Plug,,,,2.904,0.003
2023-12-25 04:00:00,T5QgvHdg,1-6 - Hub,Smart Plug,,,,1.269,0.001
2023-12-25 04:00:00,g33Phtuz,Fridge,Smart Plug,,,,200.094,0.200
2023-12-25 04:00:00,tTMgrLYY,"2-3 UV ",Smart Plug,,,,42.342,0.042
2023-12-25 04:00:00,0xuqZnaG,2-2 sub pump,Smart Plug,,,,0.810,0.001
2023-12-25 04:00:00,ssi-55115a66,Dreame Vacuum,Smart Plug,,,,3.000,0.003
2023-12-25 04:00:00,DnC2WeoP,Washer,Smart Plug,,,,0.046,0.000
2023-12-25 04:00:00,FJAoFYmy,1-3 - Host 2,Smart Plug,,,,0.057,0.000
2023-12-25 04:00:00,genRkje3,6-5 Wifi,Smart Plug,,,,6.840,0.007
2023-12-25 04:00:00,mains,Total Usage,,,,,705.724,0.706
2023-12-25 04:00:00,DzRXlfw9,1-2,Smart Plug,,,,8.059,0.008
2023-12-25 04:00:00,always_on,Always On,Always On,,,,330.000,0.330
2023-12-25 04:00:00,e4b9b934,Pump 3,Pump,,,,0.379,0.000
2023-12-25 04:00:00,yKe4nWHQ,1-5 - Host 1,Smart Plug,,,,13.163,0.013
2023-12-25 04:00:00,RrIafJpu,Radon Fan,Smart Plug,,,,59.000,0.059
2023-12-25 04:00:00,6SjiiZ6h,HVAC Main,AC,,,,31.350,0.031
2023-12-25 04:00:00,RYQK85Ha,HVAC Upstairs,AC,,,,45.049,0.045
2023-12-25 05:00:00,INfY3kYr,6-2 - Apple TV,Smart Plug,,,,1.047,0.001
2023-12-25 05:00:00,ZQgkmbm9,6-3,Smart Plug,,,,0.040,0.000
2023-12-25 05:00:00,UsT4jYTY,"Hot water ",Smart Plug,,,,4.507,0.005
2023-12-25 05:00:00,T5QgvHdg,1-6 - Hub,Smart Plug,,,,1.274,0.001
2023-12-25 05:00:00,g33Phtuz,Fridge,Smart Plug,,,,84.045,0.084
2023-12-25 05:00:00,tTMgrLYY,"2-3 UV ",Smart Plug,,,,43.023,0.043
2023-12-25 05:00:00,0xuqZnaG,2-2 sub pump,Smart Plug,,,,0.832,0.001
2023-12-25 05:00:00,DnC2WeoP,Washer,Smart Plug,,,,0.005,0.000
2023-12-25 05:00:00,FJAoFYmy,1-3 - Host 2,Smart Plug,,,,0.055,0.000
2023-12-25 05:00:00,genRkje3,6-5 Wifi,Smart Plug,,,,6.911,0.007
2023-12-25 05:00:00,DzRXlfw9,1-2,Smart Plug,,,,56.255,0.056
2023-12-25 05:00:00,always_on,Always On,Always On,,,,330.000,0.330
2023-12-25 05:00:00,e4b9b934,Pump 3,Pump,,,,1.914,0.002
2023-12-25 05:00:00,yKe4nWHQ,1-5 - Host 1,Smart Plug,,,,13.318,0.013
2023-12-25 05:00:00,06auzWgQ,Backyard,Smart Plug,,,,7.563,0.008
2023-12-25 05:00:00,456301vf,BackYard,Smart Plug,,,,1.196,0.001
2023-12-25 05:00:00,ssi-a4b19bd,Night Fan,Smart Plug,,,,30.000,0.030
2023-12-25 05:00:00,WMBobdaQ,Robo Vacuum,Smart Plug,,,,3.000,0.003
2023-12-25 05:00:00,78d58f33,Shoe Air Dryer,Mystery Heat,,,,1.822,0.002
2023-12-25 05:00:00,ssi-55115a66,Dreame Vacuum,Smart Plug,,,,3.000,0.003
2023-12-25 05:00:00,1499ddba,Well pump,Pump,,,"Basement ",18.817,0.019
2023-12-25 05:00:00,mains,Total Usage,,,,,939.389,0.939
2023-12-25 05:00:00,RrIafJpu,Radon Fan,Smart Plug,,,,59.000,0.059
2023-12-25 05:00:00,6SjiiZ6h,HVAC Main,AC,,,,0.316,0.000
2023-12-25 05:00:00,RYQK85Ha,HVAC Upstairs,AC,,,,41.148,0.041
2023-12-25 06:00:00,INfY3kYr,6-2 - Apple TV,Smart Plug,,,,1.711,0.002
2023-12-25 06:00:00,ZQgkmbm9,6-3,Smart Plug,,,,0.340,0.000
2023-12-25 06:00:00,70e9128c,Coffee Maker,Coffee Maker,,,,118.194,0.118
2023-12-25 06:00:00,UsT4jYTY,"Hot water ",Smart Plug,,,,3.671,0.004
2023-12-25 06:00:00,NUa8XR79,"Mini Fridge ",Smart Plug,,,,36.810,0.037
2023-12-25 06:00:00,T5QgvHdg,1-6 - Hub,Smart Plug,,,,1.270,0.001
2023-12-25 06:00:00,g33Phtuz,Fridge,Smart Plug,,,,74.128,0.074
2023-12-25 06:00:00,tTMgrLYY,"2-3 UV ",Smart Plug,,,,43.296,0.043
2023-12-25 06:00:00,0xuqZnaG,2-2 sub pump,Smart Plug,,,,0.776,0.001
2023-12-25 06:00:00,9yUgkAEi,kidsroom,Smart Plug,,,,2.536,0.003
2023-12-25 06:00:00,DnC2WeoP,Washer,Smart Plug,,,,0.099,0.000
2023-12-25 06:00:00,FJAoFYmy,1-3 - Host 2,Smart Plug,,,,0.075,0.000
2023-12-25 06:00:00,genRkje3,6-5 Wifi,Smart Plug,,,,7.044,0.007
2023-12-25 06:00:00,DzRXlfw9,1-2,Smart Plug,,,,32.459,0.032
2023-12-25 06:00:00,always_on,Always On,Always On,,,,330.000,0.330
2023-12-25 06:00:00,e4b9b934,Pump 3,Pump,,,,1.137,0.001
2023-12-25 06:00:00,yKe4nWHQ,1-5 - Host 1,Smart Plug,,,,13.199,0.013
2023-12-25 06:00:00,06auzWgQ,Backyard,Smart Plug,,,,2.258,0.002
2023-12-25 06:00:00,TpW50HtL,Bathroom 1,Smart Plug,,,,56.044,0.056
2023-12-25 06:00:00,ssi-a4b19bd,Night Fan,Smart Plug,,,,28.270,0.028
2023-12-25 06:00:00,WMBobdaQ,Robo Vacuum,Smart Plug,,,,3.000,0.003
